CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
43.790.197/0001-12;01/06/2023;1;27/09/2023;NOVO CAMPO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;18/10/2022;INVESTIDOR PROFISSIONAL;BR0EL3CTF005;52.803.446.619.651;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;6,70304E+13;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
43.862.625/0001-75;01/12/2023;1;09/03/2024;BRC II FUNDO DE INVESTIMENTO IMOBILIÁRIO;17/05/2018;INVESTIDORES EM GERAL;BRRTELCTF001;196345;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/dez;N;N;S;N;N;BR-CAPITAL DISTRIB.DE TITULOS E VALORES MOBILIÁRIOS S.A.;4,4077E+13;AV. NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
43.951.875/0001-81;01/06/2023;1;28/09/2023;VIC DESENVOLVIMENTO VINTAGE 22/23 FII;29/07/2022;INVESTIDOR PROFISSIONAL;BRVDSVCTF006;13698;N;N;Híbrido;Residencial;Ativa;Determinado;13/12/2031;30/jun;S;N;N;S;N;BANCO GENIAL S.A;4,52464E+13;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;113206-8000;113293-3000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
43.951.911/0001-07;01/06/2023;1;28/09/2023;FI NAS CADEIAS PROD. AGRO. EXES ARAGUAIA - FIAGRO - FII;12/04/2022;INVESTIDORES EM GERAL;BRAGRXCTF001;9561190;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;30/jun;N;S;N;S;S;BANCO GENIAL S.A;4,52464E+13;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250.040;113206-8000;213923-3000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
44.002.561/0001-03;01/06/2023;1;28/09/2023;TORINO FUNDO DE INVESTIMENTO IMOBILIÁRIO;13/12/2022;INVESTIDOR PROFISSIONAL;BR0EHWCTF006;31000;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;6,22854E+13;Avenida Brigadeiro Faria Lima;1355;15 andar;Jardim Paulistano;São Paulo;SP;01452919;1128273500;;;www.singulare.com.br;fii.adm@singulare.com.br
44.177.538/0001-41;01/06/2023;1;28/09/2023;FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS II;25/11/2021;INVESTIDOR PROFISSIONAL;BRIDGRCTF006;883359;N;S;Renda;Híbrido;Ativa;Determinado;26/07/2026;30/jun;N;N;S;N;N;ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;1,66959E+13;AV JUSCELINO KUBITSCHEK;1726;CJ 194;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;04543-000;(11)46376633;;;WWW.IDSF.COM.BR;SUPERVISAO@IDSF.COM.BR
44.286.898/0001-81;01/06/2023;1;28/09/2023;SFI INVESTIMENTO DO AGRONEGÓCIO - FIAGRO IMOBILIÁRIO;16/03/2022;INVESTIDOR PROFISSIONAL;BRIAGRCTF002;265200;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BANCO DAYCOVAL S/A;6,22329E+13;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-0921;;;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
44.465.913/0001-59;01/06/2023;1;03/10/2023;ARPURO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;20/01/2022;INVESTIDOR QUALIFICADO;0;76.644.663.502.163;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
44.527.494/0001-32;01/06/2023;1;12/09/2023;ARX DOVER RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;02/06/2022;INVESTIDOR QUALIFICADO;BRARXDR01M19;492050;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
44.625.694/0001-28;01/06/2023;2;16/10/2023;051 AGRO FI NAS CADEIAS PRODUTIVAS AGROIN FIAGRO IMOBILIÁRIO;03/05/2022;INVESTIDOR PROFISSIONAL;BRFZDACTF008;1550000;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;S;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
44.728.452/0001-60;01/06/2023;1;05/10/2023;MOGNO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;05/08/2019;INVESTIDOR PROFISSIONAL;0;1.004.710.967.051;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
44.728.520/0001-90;01/06/2023;1;03/10/2023;HIGH END REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;29/04/2022;INVESTIDOR PROFISSIONAL;0;3.157.443.059.014;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
45.123.465/0001-78;01/06/2023;1;28/09/2023;GAZIN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;01/07/2022;INVESTIDORES EM GERAL;BR0CE4CTF004;508900;N;S;Desenvolvimento para Renda;Lajes Corporativas;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BANCO GENIAL S.A;4,52464E+13;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;11 3206-8000;213293-3000;;www.bancogenial.com;MIDDLEADM@GENIAL.COM.VC
45.123.558/0001-00;01/06/2023;1;28/09/2023;CANAÃ FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO FII;19/04/2022;INVESTIDOR PROFISSIONAL;BR0BVUCTF007;101000;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BANCO GENIAL S.A.;4,52464E+13;PR BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250.040;113206-8000;213923-30000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
45.188.066/0001-95;01/06/2023;1;28/09/2023;ZAGROS MULTIESTRATEGIA FII;04/11/2022;INVESTIDOR QUALIFICADO;;244600;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
45.188.124/0001-80;01/06/2023;1;28/09/2023;EMPIRICA RECEBIVEIS IMOBILIARIOS FII;11/11/2022;INVESTIDOR QUALIFICADO;-;1000000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
45.188.176/0001-57;01/06/2023;1;28/09/2023;BTG PACTUAL REAL ESTATE HEDGE FUND FII FII;31/01/2023;INVESTIDORES EM GERAL;BR0EI9CTF007;36000000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;N;N;S;N;S;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
45.188.199/0001-61;01/12/2023;1;09/02/2024;FUNDO DE INVESTIMENTO IMOBILIARIO - BRICK 104;05/01/2023;INVESTIDOR PROFISSIONAL;0;107.184.131;S;N;Renda;Híbrido;Passiva;Determinado;05/01/2063;31/dez;S;S;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;Torre Corcovado, 5º andar;Botafogo;Rio de Janeiro;RJ;22250040;(21) 3262-9600;;;https://www.btgpactual.com/;ol-reguladores@btgpactual.com
45.718.511/0001-81;01/06/2023;1;28/09/2023;RIZA EOS FI NAS CAD PROD - FIAGRO - IMOB;20/12/2022;INVESTIDOR QUALIFICADO;BRRZEOCTF010;2508800;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;20/12/2025;30/jun;S;S;N;S;S;BANCO GENIAL S.A;4,52464E+13;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;113206-8000;213293-3000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
45.742.247/0001-11;01/06/2023;1;28/09/2023;RIZA MEYENII ATIVOS REAIS DEDICADO - FDO INV IMOB;14/12/2022;INVESTIDOR PROFISSIONAL;BRMYDWCTF001;160000;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;S;N;S;S;BANCO GENIAL S.A;4,52464E+13;PRAIA DE BOTAGOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;213293-3000;113206-8000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
45.777.119/0001-03;01/06/2023;1;28/09/2023;G5 EMPREENDIMENTO IMOBILIARIO FII;19/05/2022;INVESTIDOR QUALIFICADO;BR0CCHCTF002;225.207.935;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;4,57771E+13;Avenida Brigadeiro Faria Lima;1355;15° andar;Jardim Paulistano;São Paulo;SP;01452-002;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
46.285.299/0001-79;01/06/2023;1;21/09/2023;GALAPAGOS SPECIAL OPORTUNITIES FII;23/12/2022;INVESTIDORES EM GERAL;BRGCOICTF013;113000;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;6,22854E+13;Avenida Brigadeiro Faria Lima;1355;15 andar;Jardim Paulistano;São Paulo;SP;014529002;1128273500;;;www.singulare.com.br;fii.adm@singulare.com.br
46.322.850/0001-07;01/06/2023;1;27/09/2023;VALORA CRI INFRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;23/05/2022;INVESTIDOR PROFISSIONAL;BR0CL2CTF009;1252026;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;01/06/2027;30/jun;N;S;N;N;S;BANCO DAYCOVAL S/A;6,22329E+13;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-0921;(11) 3138-1678;(11) 3138-1678;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
46.437.903/0001-35;01/06/2023;1;27/09/2023;NAVI HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO;25/10/2022;INVESTIDORES EM GERAL;BR0DE9CTF002;22825825;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;S;N;S;N;BANCO DAYCOVAL S/A;6,22329E+13;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-0921;;;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
46.965.606/0001-62;01/06/2023;1;05/10/2023;PEDRA ALTA FUNDO DE INVESTIMENTO IMOBILIÁRIO;05/08/2019;INVESTIDOR PROFISSIONAL;0;230;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
48.410.852/0001-83;01/06/2023;1;08/09/2023;JGP CRÉDITO IMOBILIÁRIO FII;23/11/2022;INVESTIDORES EM GERAL;BR0E4TCTF007;100.369.183.398.799;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;N;S;N;S;N;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;4,84109E+13;AV. PRESIDENTE WILSON;231;11º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20030905;(21) 32192554;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br
48.565.175/0001-72;01/06/2023;2;16/10/2023;051 AGRO FAZ II FI NAS CADEIAS PROD AGRO FIAGRO IMOBILIARIO;02/09/2022;INVESTIDOR PROFISSIONAL;BRFLEMCTF001;2925000;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;S;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
48.904.259/0001-93;01/06/2023;1;27/09/2023;CARFAN FUNDO DE INVESTIMENTO IMOBILIÁRIO;19/12/2022;INVESTIDOR PROFISSIONAL;BR0EL0CTF001;15.121.354.843.465;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;6,70304E+13;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
48.916.246/0001-34;01/06/2023;1;28/09/2023;CAPITANIA REIT FOF - FII II;03/01/2023;INVESTIDORES EM GERAL;;2834551;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/jun;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
48.961.539/0001-33;01/12/2023;1;09/02/2024;BRYGGEN FUNDO DE INVESTIMENTO IMOBILIARIO;22/12/2022;INVESTIDOR PROFISSIONAL;;2.368.988.448;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/dez;N;N;S;N;N;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;Torre Corcovado, 5º andar;Botafogo;Rio de Janeiro;RJ;22250040;(21) 3262-9600;;;https://www.btgpactual.com/;ol-reguladores@btgpactual.com
48.964.604/0001-84;01/06/2023;1;28/09/2023;GRIFFIN FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/03/2023;INVESTIDOR PROFISSIONAL;BR0GZKCTF008;61.192.002.871;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;S;N;S;N;ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;1,66959E+13;AV JUSCELINO KUBITSCHEK;1726;CJ 194;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;04543-000;(11)46376633;;;WWW.IDSF.COM.BR;SUPERVISAO@IDSF.COM.BR
48.978.731/0001-32;01/06/2023;1;27/09/2023;FRATIX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;29/12/2022;INVESTIDOR PROFISSIONAL;BR0EL1CTF009;145920;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;6,70304E+13;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
48.978.797/0001-22;01/06/2023;1;27/09/2023;MENESCAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;29/12/2022;INVESTIDOR PROFISSIONAL;BR0EL2CTF007;20.722.523.667.573;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;6,70304E+13;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
48.978.859/0001-04;01/06/2023;1;27/09/2023;BRPR CORPORATE OFFICES FII;29/12/2022;INVESTIDORES EM GERAL;BRBROFCTF000;11610812;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/jun;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;5,92813E+13;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
48.984.698/0001-53;01/06/2023;1;27/09/2023;PINHEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;18/04/2023;INVESTIDOR PROFISSIONAL;BR0FF4CTF000;1150;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;6,70304E+13;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
49.318.661/0001-59;01/06/2023;1;28/09/2023;NOAD LIFETIME RECEBÍVEIS IMOBILIÁRIOS FII;06/02/2023;INVESTIDOR PROFISSIONAL;BR0ETLCTF004;500;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;6,22854E+13;Avenida Brigadeiro Faria Lima;1355;15 andar;Jardim Paulistano;São Paulo;SP;01452002;1128273500;;;www.singulare.com.br;fii.adm@singulare.com.br
49.489.928/0001-70;01/06/2023;2;16/10/2023;051 AGRO FAZEN III FI NAS CADEIAS PROD AGRO - FIAGRO - IMOB;15/02/2023;INVESTIDOR PROFISSIONAL;BRFZDBCTF006;3600000;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/jun;S;S;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
50.252.286/0001-70;01/06/2023;1;05/10/2023;MAYA FUNDO DE INVESTIMENTO IMOBILIÁRIO;05/08/2019;INVESTIDOR PROFISSIONAL;0;4.506.725;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
50.375.550/0001-63;01/06/2023;1;05/10/2023;REAG AUCTION OPPORTUNITIES FII;05/08/2019;INVESTIDOR PROFISSIONAL;0;1.983.502.323.329;N;N;Renda;Outros;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
50.808.042/0001-21;01/06/2023;1;28/09/2023;VBI TR FARIA LIMA 4440 FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/06/2023;INVESTIDOR QUALIFICADO;BRFLFLCTF000;1451500;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;30/jun;N;N;S;N;N;BRL TRUST DTVM S.A.;1,34868E+13;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
50.876.919/0001-11;01/06/2023;1;05/10/2023;ARC IV FUNDO DE INVESTIMENTO IMOBILIÁRIO;05/08/2019;INVESTIDOR PROFISSIONAL;0;1100;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/jun;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;3,483E+13;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
52.366.833/0001-74;01/12/2023;1;24/01/2024;CODEMAR FUNDO DE INVESTIMENTO IMOBILIÁRIO;18/12/2023;INVESTIDORES EM GERAL;BR0HWCCTF000;4000000;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/dez;S;N;N;S;N;RJI CTVM LTDA;5,23668E+13;AVENIDA RIO BRANCO;138;4 andar;CENTRO;RIO DE JANEIRO;RJ;20040-002;21 3500-4500;21 3500-4514;;www.rjicv.com.br;backoffice.adm@rjicv.com.br
