CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 153ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;84860052.02409;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 154ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;80140722.97893;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 80ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;80000000;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 320 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;61428040.7457532;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 96ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;57000000;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 71ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;46124000;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 1 da 46ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;45000000;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 122ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;39088764;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 142ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;29317674.9;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 59 da 4ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;29308017;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 99ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;23650112.831243;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 198 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;20790967.9642031;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 114ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;19500000;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;19192616.0253555;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - HABITASEC SECURITIZADORA S/A - Série nº 330 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;18481488.471239;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 95ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;15585452;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 17ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;15123715.4908;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 3 da 97ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;12065121;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 2 da 114ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;10500000;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 194 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9616115.0119;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 6 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9410762.9628129;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 11 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;8898796.420527;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 4 da 52ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;7752413;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 16 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;7715930.342718;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 4 da 97ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;7528168;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 97ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;6205000;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 5 da 97ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;4403530;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 7 da 97ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;3232913;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 196 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;2783046.52031763;Emissão de Cotas
30.130.708/0001-28;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 6 da 97ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;2387866;Emissão de Cotas
30.166.700/0001-11;2023-06-01;1;FII RBR CRED IMOB SPECIAL OPPORTUNITIES;Lucro na Venda;19002450.52;Capital
30.166.700/0001-11;2023-06-01;1;CRI 19I0307144;Lucro na Venda;9684543.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 20A0977074;Lucro na Venda;5602748.34;Capital
30.166.700/0001-11;2023-06-01;1;CRI 21F0001447;Lucro na Venda;10000870.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 21G0613338;Lucro na Venda;3568538.52;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22D1376213;Lucro na Venda;2560000.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22G0663573;Lucro na Venda;34457285.38;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22G1225383;Lucro na Venda;1163815.97;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22G1401749;Lucro na Venda;20328574.87;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22G1541288;Lucro na Venda;9836675.62;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22H1582777;Lucro na Venda;10921577.38;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22J1381882;Lucro na Venda;2899000.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22K1363626;Lucro na Venda;2864000.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22L1198359;Lucro na Venda;29500767.47;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22L1198360;Lucro na Venda;41500775.02;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22L1325864;Lucro na Venda;23000000.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22L1369863;Lucro na Venda;7017969.41;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22L1379419;Lucro na Venda;7018876.02;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22L1442125;Lucro na Venda;3000000.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22L1566114;Lucro na Venda;7866875.98;Capital
30.166.700/0001-11;2023-06-01;1;CRI 22L1575688;Lucro na Venda;41567501.74;Capital
30.166.700/0001-11;2023-06-01;1;CRI 23B0588579;Lucro na Venda;2765000.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 23C0248434;Lucro na Venda;3655244.43;Capital
30.166.700/0001-11;2023-06-01;1;CRI 23C1756501;Lucro na Venda;2708000.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 23D1446730;Lucro na Venda;15000000.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 23E1152492;Lucro na Venda;14517695.95;Capital
30.166.700/0001-11;2023-06-01;1;CRI 23E1687402;Lucro na Venda;2979000.00;Capital
30.166.700/0001-11;2023-06-01;1;CRI 23F1508169;Lucro na Venda;10500000.00;Capital
30.629.603/0001-18;2023-06-01;1;CDB CDB2235WDGZ;Lucro na Venda;471788.45;Capital
30.629.603/0001-18;2023-06-01;1;CDB CDB223DS62U;Lucro na Venda;219397.36;Capital
30.629.603/0001-18;2023-06-01;1;CDB CDB223LAZ5P;Lucro na Venda;134261.40;Capital
30.816.679/0001-52;2023-06-01;1;CRI 103ª emissão - 1ª série - Projeto SABIÁ;Desenvolvimento de ativo imobiliário;23200000;Capital
30.816.679/0001-52;2023-06-01;1;SANTORINI EMPREENDIMENTOS IMOB;Desenvolvimento de ativo imobiliário;10000000;Capital
30.816.679/0001-52;2023-06-01;1;KINEA LOG DESENV FII;Desenvolvimento de ativo imobiliário;126080000;Capital
30.816.679/0001-52;2023-06-01;1;SPE AOSTA INCORPORAÇÃO LTDA.;Desenvolvimento de ativo imobiliário;1045000;Capital
30.982.880/0001-00;2023-06-01;1;Certificados de Recebiveis Imobiliarios;Ativo Alvo do Fundo - busca de rentabilidade;47048031.16;Patrimonio Liquido do Fundo
31.161.410/0001-48;2023-06-01;1;RB IV HOLDING;A holding tem por objetivo a administração direta ou indireta de empreendimentos imobiliários residenciais;141549984.85;Oferta inicial do fundo
32.400.250/0001-05;2023-06-01;1;22H0197977;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;10000000;3ª Emissão de Cotas
32.400.250/0001-05;2023-06-01;1;22H0156413;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;20000000;3ª Emissão de Cotas
32.400.250/0001-05;2023-06-01;1;22C0509668;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;14000817.87;3ª Emissão de Cotas
32.400.250/0001-05;2023-06-01;1;22C0508211;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;35000000;3ª Emissão de Cotas
32.400.250/0001-05;2023-06-01;1;22D0382755;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;5059469.04;3ª Emissão de Cotas
32.400.250/0001-05;2023-06-01;1;22G0785359;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;19763785.08;3ª Emissão de Cotas
32.400.250/0001-05;2023-06-01;1;22L1463473;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;30000000;3ª Emissão de Cotas
32.400.250/0001-05;2023-06-01;1;23C0118708;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;31000362.25;3ª Emissão de Cotas
32.400.250/0001-05;2023-06-01;1;21J0733885;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;7209068.36;3ª Emissão de Cotas
32.400.264/0001-29;2023-06-01;1;COTAS DE FII - KNCR11;Valorização de capital conforme política de investimentos;1046247.51;Recursos oriundos das vendas e rendimentos de ativos
32.400.264/0001-29;2023-06-01;1;COTAS DE FII - KNHY11;Valorização de capital conforme política de investimentos;2031161.57;Recursos oriundos das vendas e rendimentos de ativos
32.400.264/0001-29;2023-06-01;1;COTAS DE FII - KNIP11;Valorização de capital conforme política de investimentos;6863723.02;Recursos oriundos das vendas e rendimentos de ativos
32.400.264/0001-29;2023-06-01;1;CRI - 20C1008009 - HELBOR;Valorização de capital conforme política de investimentos;1503076.1;Recursos oriundos das vendas e rendimentos de ativos
32.400.264/0001-29;2023-06-01;1;CRI - 21L0329279 - SYMBOL PARTICIPAÇÕES S.A;Valorização de capital conforme política de investimentos;7299577.04;Recursos oriundos das vendas e rendimentos de ativos
32.400.264/0001-29;2023-06-01;1;CRI - 21D0503168 - URBANES EMPREENDIMENTOS EIRELI;Valorização de capital conforme política de investimentos;7413.78;Recursos oriundos das vendas e rendimentos de ativos
32.400.264/0001-29;2023-06-01;1;CRI - 21D0503170 - URBANES EMPREENDIMENTOS EIRELI;Valorização de capital conforme política de investimentos;2018473.08;Recursos oriundos das vendas e rendimentos de ativos
32.400.264/0001-29;2023-06-01;1;CRI - 21H0926710 - BRK II GESTÃO E PARTICIPAÇÕES SPE S/A;Valorização de capital conforme política de investimentos;6015962.47;Recursos oriundos das vendas e rendimentos de ativos
32.527.552/0001-49;2023-06-01;1;COTAS FII - Bluecap Desenvolvimento Logístico I FII;Aquisição de ativos imobiliários conforme política de investimentos;4241645.24;Integralização de cotistas
32.527.552/0001-49;2023-06-01;1;COTAS FII - BRM FII II;Aquisição de ativos imobiliários conforme política de investimentos;4045046.63;Integralização de cotistas
32.527.552/0001-49;2023-06-01;1;COTAS FII - FII Hire Residencial;Aquisição de ativos imobiliários conforme política de investimentos;3904526.28;Integralização de cotistas
32.527.552/0001-49;2023-06-01;1;COTAS FII - Panorama Desenvolvimento Logístico FII;Aquisição de ativos imobiliários conforme política de investimentos;3126000.57;Integralização de cotistas
32.527.552/0001-49;2023-06-01;1;COTAS FII - Brio Real Estate IV FII;Aquisição de ativos imobiliários conforme política de investimentos;1182000;Integralização de cotistas
32.527.552/0001-49;2023-06-01;1;COTAS FII - Panorama Last Mile;Aquisição de ativos imobiliários conforme política de investimentos;14605.65;Integralização de cotistas
32.527.683/0001-26;2023-06-01;1;CRI - 22F0715946 - Barigui Sec;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo.;3490747.671005;Aporte de cotistas
32.527.683/0001-26;2023-06-01;1;CRI - 22I1423539 - True Sec;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo.;6095113.045497;Aporte de cotistas
32.527.683/0001-26;2023-06-01;1;CRI - 23C0248214 - Provincia;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo.;4987236.66;Aporte de cotistas
32.527.683/0001-26;2023-06-01;1;CRI - 23C1232565 - Opea;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo.;2963621.922;Aporte de cotistas
32.527.683/0001-26;2023-06-01;1;CRI - 23E1295288 - Canal Sec;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo.;4000000.357087;Aporte de cotistas
32.667.306/0001-92;2023-06-01;1;ASA RETROFITS I FII;Lucro na Venda;302760.00;Capital
32.667.306/0001-92;2023-06-01;1;CRI 22I0879235;Lucro na Venda;1023064.63;Capital
32.774.914/0001-04;2023-06-01;1;HESA 170 - 192 - A Mat 166933;estoque;945980.17;Capital
32.774.914/0001-04;2023-06-01;1;HESA  68 - 1401  - Mat 72351;estoque;1237943.63;Capital
32.774.914/0001-04;2023-06-01;1;HESA 170 - 206 - A - Mat 1669747;estoque;927430.87;Capital
32.774.914/0001-04;2023-06-01;1;HESA 157 - 031 - 1 - Mat 85120;estoque;529968.38;Capital
32.774.914/0001-04;2023-06-01;1;HESA 157 - 052 - 1 - Mat 85129;estoque;546528.26;Capital
32.774.914/0001-04;2023-06-01;1;HESA 157 - 064 - 1 - Mat 85135;estoque;530373.88;Capital
32.774.914/0001-04;2023-06-01;1;HESA 157 - 143 - 3 - Mat 85300;estoque;431289.31;Capital
32.892.018/0001-31;2023-06-01;1;Shopping Uberaba;Renda;326876483.91;Securitização de Recebíveis
32.903.621/0001-71;2023-06-01;1;REC 2021 IX EMPREENDIMENTOS;Benefícios futuros;60100;Recursos próprios
32.903.621/0001-71;2023-06-01;1;KNCR11;Benefícios futuros;15323800.78;Recursos próprios
32.903.621/0001-71;2023-06-01;1;Galpão Manaus;Benefícios futuros;135086697.72;Recursos próprios
34.081.611/0001-23;2023-06-01;1;CEO CYRELA COMMERCIAL PROPERTIES FII;Lucro na Venda;199986.15;Capital
34.081.611/0001-23;2023-06-01;1;CSHG LOGÍSTICA FII;Lucro na Venda;3040.62;Capital
34.081.611/0001-23;2023-06-01;1;GENERAL SHOPP FII;Lucro na Venda;368428.15;Capital
34.081.611/0001-23;2023-06-01;1;FUNDO DE INVESTIMENTO IMOBILIARIO OURINVEST RE I;Lucro na Venda;23157.51;Capital
34.081.611/0001-23;2023-06-01;1;BTG PACTUAL LOGÍSTICA FII;Lucro na Venda;2100009.68;Capital
34.081.611/0001-23;2023-06-01;1;SANTANDER RENDA DE ALUGUEIS FUNDO DE INVESTIMENTO IMOBILIARIO- FII;Lucro na Venda;1244011.00;Capital
34.081.611/0001-23;2023-06-01;1;LOGCP INTER FII;Lucro na Venda;6288.25;Capital
34.081.611/0001-23;2023-06-01;1;JFL LIVING FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;14443.90;Capital
34.081.611/0001-23;2023-06-01;1;BRIO CREDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;325000.00;Capital
34.081.611/0001-23;2023-06-01;1;BB RENDA DE PAPEIS IMOBILIARIOS II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;Lucro na Venda;2702.08;Capital
34.081.611/0001-23;2023-06-01;1;RB CAPITAL OFFICE INCOME FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;206768.16;Capital
34.081.611/0001-23;2023-06-01;1;VBI CREDITO FII;Lucro na Venda;271258.20;Capital
34.081.611/0001-23;2023-06-01;1;PLURAL RENDA URBANA FII;Lucro na Venda;5242025.00;Capital
34.081.611/0001-23;2023-06-01;1;BRIO MULTIESTRATEGIA - FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;14539.46;Capital
34.081.611/0001-23;2023-06-01;1;FII SHOPPINGS AAA;Lucro na Venda;7000000.00;Capital
34.081.611/0001-23;2023-06-01;1;CORPORATE OFFICE PROPERTIES FII;Lucro na Venda;15700000.00;Capital
34.081.611/0001-23;2023-06-01;1;CRI 19A0093844;Lucro na Venda;2026874.76;Capital
34.081.611/0001-23;2023-06-01;1;CRI 21L0640489;Lucro na Venda;480615.62;Capital
34.197.727/0001-22;2023-06-01;2;FII IMOB RIO BRA REN;Lucro na Venda;701622.00;Capital
34.197.727/0001-22;2023-06-01;2;AUTONOMY EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;Lucro na Venda;744713.75;Capital
34.197.727/0001-22;2023-06-01;2;EZ TEC EMPREENDIMENTOS E PARTICIPACOES S/A;Lucro na Venda;3010742.00;Capital
34.197.727/0001-22;2023-06-01;2;ALIANSCE SONAE SHOPPING CENTERS S.A;Lucro na Venda;1614360.00;Capital
34.197.727/0001-22;2023-06-01;2;IGUATEMI S.A.;Lucro na Venda;1959414.00;Capital
34.197.776/0001-65;2023-06-01;1;CDB CDB422JDCT0;Lucro na Venda;844778.89;Capital
34.197.811/0001-46;2023-06-01;1;CRI 21L0666509;Lucro na Venda;16045726.20;Capital
34.197.811/0001-46;2023-06-01;1;CRI 22F1013710;Lucro na Venda;80000000.00;Capital
34.197.811/0001-46;2023-06-01;1;CRI 22F1105839;Lucro na Venda;9016882.28;Capital
34.197.811/0001-46;2023-06-01;1;CRI 22F1106105;Lucro na Venda;3856685.10;Capital
34.197.811/0001-46;2023-06-01;1;CRI 22G0701494;Lucro na Venda;20077905.24;Capital
34.197.811/0001-46;2023-06-01;1;CRI 22G1110109;Lucro na Venda;23831449.27;Capital
34.197.811/0001-46;2023-06-01;1;CRI 22H1140550;Lucro na Venda;26143921.54;Capital
34.197.811/0001-46;2023-06-01;1;CRI 22H1582777;Lucro na Venda;40050482.70;Capital
34.197.811/0001-46;2023-06-01;1;CRI 22I1515298;Lucro na Venda;15500008.68;Capital
34.197.811/0001-46;2023-06-01;1;CRI 22J0347078;Lucro na Venda;8295842.24;Capital
34.691.520/0001-00;2023-06-01;1;SODIMAC;Benefícios futuros;73079357.66;Recursos próprios / emissão de cotas
34.736.474/0001-18;2023-06-01;1;MALTA;Benefícios futuros;57677644;Recursos próprios / emissão de cotas
34.736.474/0001-18;2023-06-01;1;MILOS;Benefícios futuros;24363460;Recursos próprios / emissão de cotas
34.736.474/0001-18;2023-06-01;1;MAR FATIMA SPE;Benefícios futuros;631985;Recursos próprios / emissão de cotas
34.736.474/0001-18;2023-06-01;1;SPE SINTRA;Benefícios futuros;13782656;Recursos próprios / emissão de cotas
34.736.474/0001-18;2023-06-01;1;MAR FATIMA SPE;Benefícios futuros;55999999;Recursos próprios / emissão de cotas
34.736.474/0001-18;2023-06-01;1;TECAINDA EMPREEND IMOB;Benefícios futuros;72100000;Recursos próprios / emissão de cotas
34.736.474/0001-18;2023-06-01;1;SPE JF430;Benefícios futuros;39000100;Recursos próprios / emissão de cotas
34.736.474/0001-18;2023-06-01;1;FIORETTO;Benefícios futuros;52400140;Recursos próprios / emissão de cotas
